"filiere","diplome","domaine"
"Neurologie","Specialisation Medicale","Sante & Medecine"
"Neuro","Specialisation Medicale","Sante & Medecine"
"Neurologie Medicale","Specialisation Medicale","Sante & Medecine"
"Dermatologie","Specialisation Medicale","Sante & Medecine"
"Derma","Specialisation Medicale","Sante & Medecine"
"Maladies Peau","Specialisation Medicale","Sante & Medecine"
"Dermatologie Venereologie","Specialisation Medicale","Sante & Medecine"
"Ophtalmologie","Specialisation Medicale","Sante & Medecine"
"Ophtalmo","Specialisation Medicale","Sante & Medecine"
"Maladies Yeux","Specialisation Medicale","Sante & Medecine"
"Eye Medicine","Specialisation Medicale","Sante & Medecine"
"Psychiatrie","Specialisation Medicale","Sante & Medecine"
"Psy med","Specialisation Medicale","Sante & Medecine"
"Sante Mentale","Specialisation Medicale","Sante & Medecine"
"Psychiatrie Medicale","Specialisation Medicale","Sante & Medecine"
"Gynecologie Obstetrique","Specialisation Medicale","Sante & Medecine"
"GyneObs","Specialisation Medicale","Sante & Medecine"
"Gynecologie","Specialisation Medicale","Sante & Medecine"
"Obstetrique","Specialisation Medicale","Sante & Medecine"
"Oncologie","Specialisation Medicale","Sante & Medecine"
"Onco","Specialisation Medicale","Sante & Medecine"
"Cancerologie","Specialisation Medicale","Sante & Medecine"
"Cancer Medicine","Specialisation Medicale","Sante & Medecine"
"Anesthesiologie","Specialisation Medicale","Sante & Medecine"
"Anesthesie","Specialisation Medicale","Sante & Medecine"
"Reanimation","Specialisation Medicale","Sante & Medecine"
"Anesthesie Reanimation","Specialisation Medicale","Sante & Medecine"
"Amelioration des Plantes","Cycle Ingenieur","Agriculture & Agroalimentaire"
"APlant","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Genetique Vegetale","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Plant Breeding","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Phytopathologie","Cycle Ingenieur","Agriculture & Agroalimentaire"
"PhytoP","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Maladies des Plantes","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Plant Pathology","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Entomologie","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Entom","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Sciences des Insectes","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Insectologie","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Zootechnie","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Zootech","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Elevage","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Animal Science","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Pedologie","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Pedo","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Science du Sol","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Soil Science","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Agriculture Biologique","Licence","Agriculture & Agroalimentaire"
"AgBio","Licence","Agriculture & Agroalimentaire"
"Bio Agriculture","Licence","Agriculture & Agroalimentaire"
"Organic Farming","Licence","Agriculture & Agroalimentaire"
"Machinisme Agricole","Cycle Ingenieur","Agriculture & Agroalimentaire"
"MA agr","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Mecanisation Agricole","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Farm Machinery","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Irrigation et Drainage","Cycle Ingenieur","Agriculture & Agroalimentaire"
"ID agr","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Gestion Eau Agriculture","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Agroforesterie","Licence","Agriculture & Agroalimentaire"
"Agrofor","Licence","Agriculture & Agroalimentaire"
"Foret Agriculture","Licence","Agriculture & Agroalimentaire"
"Agroforests","Licence","Agriculture & Agroalimentaire"
"Aquaculture","Licence","Agriculture & Agroalimentaire"
"Aqua","Licence","Agriculture & Agroalimentaire"
"Pisciculture","Licence","Agriculture & Agroalimentaire"
"Fish Farming","Licence","Agriculture & Agroalimentaire"
"Peche Aqua","Licence","Agriculture & Agroalimentaire"
"Gestion des Ressources Halieutiques","Cycle Ingenieur","Agriculture & Agroalimentaire"
"GRH hal","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Halieutique","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Fisheries","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Sciences Halieutiques","Cycle Ingenieur","Agriculture & Agroalimentaire"
"Statistique et Traitement Informatique des Donnees","DUT","Sciences & Recherche"
"STID","DUT","Sciences & Recherche"
"Statistique DUT","DUT","Sciences & Recherche"
"Data DUT","DUT","Sciences & Recherche"
"Gestion Administrative et Commerciale","DUT","Management & Entrepreneuriat"
"GAC","DUT","Management & Entrepreneuriat"
"Admin Commercial DUT","DUT","Management & Entrepreneuriat"
"Logistique DUT","DUT","Transport & Logistique"
"Log DUT","DUT","Transport & Logistique"
"Gestion de Stock DUT","DUT","Transport & Logistique"
"Approvisionnement DUT","DUT","Transport & Logistique"
"Genie Thermique et Energie","DUT","Electricite & Energie"
"GTE DUT","DUT","Electricite & Energie"
"Thermique DUT","DUT","Electricite & Energie"
"Energie DUT","DUT","Electricite & Energie"
"Qualite Logistique Industrielle","DUT","Genie Mecanique & Industriel"
"QLI","DUT","Genie Mecanique & Industriel"
"Qualite DUT","DUT","Genie Mecanique & Industriel"
"Controle Qualite DUT","DUT","Genie Mecanique & Industriel"
"Genie Biologique","DUT","Sciences & Recherche"
"GB DUT","DUT","Sciences & Recherche"
"Bio Industrielle DUT","DUT","Sciences & Recherche"
"Bio DUT","DUT","Sciences & Recherche"
"Chim DUT","DUT","Genie Chimique & Materiaux"
"Chimie Appliquee DUT","DUT","Genie Chimique & Materiaux"
"Hygiene Securite Environnement DUT","DUT","Genie Mecanique & Industriel"
"HSE DUT","DUT","Genie Mecanique & Industriel"
"Informatique Reseaux DUT","DUT","IT / Informatique"
"IR DUT","DUT","IT / Informatique"
"Reseaux Sys DUT","DUT","IT / Informatique"
"Analyse Economique","Master","Sciences Humaines & Sociales"
"AE","Master","Sciences Humaines & Sociales"
"ae eco","Master","Sciences Humaines & Sociales"
"Analyse Eco Master","Master","Sciences Humaines & Sociales"
"Economic Analysis","Master","Sciences Humaines & Sociales"
"Macroeconomie","Master","Sciences Humaines & Sociales"
"Macro","Master","Sciences Humaines & Sociales"
"Macroeconomie Appliquee","Master","Sciences Humaines & Sociales"
"Microeconomie","Master","Sciences Humaines & Sociales"
"Micro","Master","Sciences Humaines & Sociales"
"Microeconomie Appliquee","Master","Sciences Humaines & Sociales"
"Theorie des Jeux","Master","Sciences Humaines & Sociales"
"TJ","Master","Sciences Humaines & Sociales"
"tj jeux","Master","Sciences Humaines & Sociales"
"Game Theory","Master","Sciences Humaines & Sociales"
"Theorie Jeux Economie","Master","Sciences Humaines & Sociales"
"Economie de la Sante","Master","Sante & Medecine"
"ES","Master","Sante & Medecine"
"es eco sante","Master","Sante & Medecine"
"Health Economics","Master","Sante & Medecine"
"Economie Medicale","Master","Sante & Medecine"
"Economie Rurale et Agricole","Master","Agriculture & Agroalimentaire"
"ERA eco","Master","Agriculture & Agroalimentaire"
"Economie Agri","Master","Agriculture & Agroalimentaire"
"Agricultural Economics","Master","Agriculture & Agroalimentaire"
"Economie Numerique","Master","IT / Informatique"
"EN","Master","IT / Informatique"
"en num","Master","IT / Informatique"
"Digital Economy","Master","IT / Informatique"
"Economie Tech","Master","IT / Informatique"
"E-Economie","Master","IT / Informatique"
"Gestion Environnementale","Master","Environnement & Energie Verte"
"GEnv","Master","Environnement & Energie Verte"
"Management Environnemental","Master","Environnement & Energie Verte"
"Environmental Management","Master","Environnement & Energie Verte"
"Management des ONG","Master","Management & Entrepreneuriat"
"MONG","Master","Management & Entrepreneuriat"
"Gestion ONG","Master","Management & Entrepreneuriat"
"NGO Management","Master","Management & Entrepreneuriat"
"Associations Gestion","Master","Management & Entrepreneuriat"
"Management Public","Master","Secteur Public & Administration"
"MPub","Master","Secteur Public & Administration"
"Gestion Publique","Master","Secteur Public & Administration"
"Public Management","Master","Secteur Public & Administration"
"Administration Publique","Master","Secteur Public & Administration"
"Sciences et Technologies des Aliments","Master","Agriculture & Agroalimentaire"
"STA ali","Master","Agriculture & Agroalimentaire"
"Technologie Alimentaire Master","Master","Agriculture & Agroalimentaire"
"Food Science","Master","Agriculture & Agroalimentaire"
"Gestion et Valorisation des Ressources","Master","Environnement & Energie Verte"
"GVR","Master","Environnement & Energie Verte"
"Ressources Valorisation Ing","Master","Environnement & Energie Verte"
"Sciences et Techniques du Sport","Licence","Sport & Education Physique"
"STS","Licence","Sport & Education Physique"
"STAPS","Licence","Sport & Education Physique"
"Sport Sciences","Licence","Sport & Education Physique"
"Management du Sport","Licence","Sport & Education Physique"
"MGSport","Licence","Sport & Education Physique"
"Sport Management","Licence","Sport & Education Physique"
"Gestion Sport","Licence","Sport & Education Physique"
"Kinesiologie","Licence","Sport & Education Physique"
"Kinesio","Licence","Sport & Education Physique"
"Sciences du Mouvement","Licence","Sport & Education Physique"
"Movement Science","Licence","Sport & Education Physique"
"Education Physique","Licence","Sport & Education Physique"
"EP","Licence","Sport & Education Physique"
"EPS","Licence","Sport & Education Physique"
"Education Sportive","Licence","Sport & Education Physique"
"Sport Education","Licence","Sport & Education Physique"
"Coaching Sportif","Licence","Sport & Education Physique"
"Coach","Licence","Sport & Education Physique"
"coach sport","Licence","Sport & Education Physique"
"Sport Coaching","Licence","Sport & Education Physique"
"Entrainement Sportif","Licence","Sport & Education Physique"
"Design Industriel","Licence","Arts & Communication"
"DI ind","Licence","Arts & Communication"
"Design Produit","Licence","Arts & Communication"
"Industrial Design","Licence","Arts & Communication"
"Design","Licence","Arts & Communication"
"Design Graphique","Licence","Arts & Communication"
"DG","Licence","Arts & Communication"
"Graphic Design","Licence","Arts & Communication"
"Arts Graphiques","Licence","Arts & Communication"
"Graphisme","Licence","Arts & Communication"
"Design d Interieur","Licence","Architecture & Urbanisme"
"DInt","Licence","Architecture & Urbanisme"
"Architecture Interieure","Licence","Architecture & Urbanisme"
"Interior Design","Licence","Architecture & Urbanisme"
"Arts Appliques","Licence","Arts & Communication"
"AA","Licence","Arts & Communication"
"Arts et Metiers","Licence","Arts & Communication"
"Applied Arts","Licence","Arts & Communication"
"Mode et Textile","Licence","Industrie Textile & Mode"
"ModeT","Licence","Industrie Textile & Mode"
"Fashion Design","Licence","Industrie Textile & Mode"
"Stylisme Modelisme","Licence","Industrie Textile & Mode"
"Mode","Licence","Industrie Textile & Mode"
"Photographie","Licence","Arts & Communication"
"Photo","Licence","Arts & Communication"
"Photographie Professionnelle","Licence","Arts & Communication"
"Photography","Licence","Arts & Communication"
"Cinema et Audiovisuel","Licence","Arts & Communication"
"CA audio","Licence","Arts & Communication"
"Cinema","Licence","Arts & Communication"
"Film Studies","Licence","Arts & Communication"
"Audiovisuel","Licence","Arts & Communication"
"Animation 3D","Licence","Arts & Communication"
"Anim3D","Licence","Arts & Communication"
"Animation Numerique","Licence","Arts & Communication"
"3D Design","Licence","Arts & Communication"
"Motion Design","Licence","Arts & Communication"
"Jeux Video","Licence","IT / Informatique"
"JV","Licence","IT / Informatique"
"Game Design","Licence","IT / Informatique"
"Video Games","Licence","IT / Informatique"
"Game Development","Licence","IT / Informatique"
"Droit et Administration des Affaires","Master","Droit & Sciences Juridiques"
"DAA","Master","Droit & Sciences Juridiques"
"Juriste Entreprise","Master","Droit & Sciences Juridiques"
"Business Law Admin","Master","Droit & Sciences Juridiques"
"Sciences de l Habitat","Licence","Genie Civil & BTP"
"SHab","Licence","Genie Civil & BTP"
"Habitat Construction","Licence","Genie Civil & BTP"
"Building Sciences","Licence","Genie Civil & BTP"
"Gestion Immobiliere et Fonciere","Master","Architecture & Urbanisme"
"GIF","Master","Architecture & Urbanisme"
"Immobilier Foncier","Master","Architecture & Urbanisme"
"Real Estate Management","Master","Architecture & Urbanisme"
"Gestion Urbaine","Master","Architecture & Urbanisme"
"GUrb","Master","Architecture & Urbanisme"
"Gouvernance Urbaine","Master","Architecture & Urbanisme"
"Urban Governance","Master","Architecture & Urbanisme"
"Geomatique et SIG","Master","Genie Civil & BTP"
"GeoSIG","Master","Genie Civil & BTP"
"Systemes d Information Geographique","Master","Genie Civil & BTP"
"GIS","Master","Genie Civil & BTP"
"Cartographie Numerique","Master","Genie Civil & BTP"
"Teledetection","Master","Genie Civil & BTP"
"Teledet","Master","Genie Civil & BTP"
"Remote Sensing","Master","Genie Civil & BTP"
"Geospatial","Master","Genie Civil & BTP"
"Imagerie Satellitaire","Master","Genie Civil & BTP"
"Meteorologie","Licence","Sciences & Recherche"
"Meteorologie","Master","Sciences & Recherche"
"Meteo","Licence","Sciences & Recherche"
"Meteo","Master","Sciences & Recherche"
"Sciences Atmospheriques","Licence","Sciences & Recherche"
"Sciences Atmospheriques","Master","Sciences & Recherche"
"Climatologie","Licence","Sciences & Recherche"
"Climatologie","Master","Sciences & Recherche"
"Atmospheric Sciences","Licence","Sciences & Recherche"
"Atmospheric Sciences","Master","Sciences & Recherche"
"Oceanographie et Sciences Marines","Master","Sciences & Recherche"
"OSM","Master","Sciences & Recherche"
"Sciences Marines","Master","Sciences & Recherche"
"Oceanologie","Master","Sciences & Recherche"
"Biologie Marine","Licence","Sciences & Recherche"
"BioMar","Licence","Sciences & Recherche"
"Marine Biology","Licence","Sciences & Recherche"
"Sciences Aquatiques","Licence","Sciences & Recherche"
"Energies Marines","Master","Electricite & Energie"
"EMar","Master","Electricite & Energie"
"Marine Energy","Master","Electricite & Energie"
"Hydrolien","Master","Electricite & Energie"
"Energie des Oceans","Master","Electricite & Energie"
"Geologie Petroliere","Master","Sciences & Recherche"
"GeoPetr","Master","Sciences & Recherche"
"Geologie Hydrocarbures","Master","Sciences & Recherche"
"Petroleum Geology","Master","Sciences & Recherche"
"Hydrogeologie","Master","Sciences & Recherche"
"Hydrogeo","Master","Sciences & Recherche"
"Eaux Souterraines","Master","Sciences & Recherche"
"Groundwater Science","Master","Sciences & Recherche"
"RisqN","Master","Sciences & Recherche"
"Gestion Risques Naturels","Master","Sciences & Recherche"
"Natural Hazards","Master","Sciences & Recherche"
"Geologie Structurale","Master","Sciences & Recherche"
"GeoStr","Master","Sciences & Recherche"
"Tectonique","Master","Sciences & Recherche"
"Structural Geology","Master","Sciences & Recherche"
"Paleoclimatologie","Master","Sciences & Recherche"
"PaleoCli","Master","Sciences & Recherche"
"Changements Climatiques Anciens","Master","Sciences & Recherche"
"Sciences et Genie des Materiaux","Master Specialise","Genie Chimique & Materiaux"
"SGM","Master Specialise","Genie Chimique & Materiaux"
"Materiaux Genie Master","Master Specialise","Genie Chimique & Materiaux"
"Corrosion et Protection","Master","Genie Chimique & Materiaux"
"CP corr","Master","Genie Chimique & Materiaux"
"Protection Metaux","Master","Genie Chimique & Materiaux"
"Traitement Surfaces","Master","Genie Chimique & Materiaux"
"Sciences Forensiques","Master","Sciences & Recherche"
"SFor","Master","Sciences & Recherche"
"Criminalistique","Master","Sciences & Recherche"
"Forensic Science","Master","Sciences & Recherche"
"Medecine Legale","Master","Sciences & Recherche"
"Biostatistiques","Master","Sciences & Recherche"
"Biostat","Master","Sciences & Recherche"
"Statistiques Medicales","Master","Sciences & Recherche"
"Statistiques Biologiques","Master","Sciences & Recherche"
"Mathematiques Financieres","Master","Finance & Banque"
"MF","Master","Finance & Banque"
"Quantitative Finance","Master","Finance & Banque"
"Financement Math","Master","Finance & Banque"
"Maths Fin","Master","Finance & Banque"
"Actuariat et Finance","Master","Finance & Banque"
"AF act","Master","Finance & Banque"
"Actuariat Finance","Master","Finance & Banque"
"Actuarial Finance","Master","Finance & Banque"
"ScPed","Master","Education & Enseignement"
"Pedagogie Universitaire","Master","Education & Enseignement"
"Education Superieure","Master","Education & Enseignement"
"Ingenierie de la Formation","Master","Education & Enseignement"
"IF form","Master","Education & Enseignement"
"Formation Professionnelle","Master","Education & Enseignement"
"Formation Ingenier","Master","Education & Enseignement"
"Leadership et Management des Etablissements Scolaires","Master","Education & Enseignement"
"LMES","Master","Education & Enseignement"
"Direction Ecoles","Master","Education & Enseignement"
"School Management","Master","Education & Enseignement"
"Andragogie","Master","Education & Enseignement"
"Andrag","Master","Education & Enseignement"
"Formation Adultes","Master","Education & Enseignement"
"Adult Education","Master","Education & Enseignement"
"Archivistique","Licence","Sciences Humaines & Sociales"
"Archiv","Licence","Sciences Humaines & Sociales"
"Gestion Archives","Licence","Sciences Humaines & Sociales"
"Archive Management","Licence","Sciences Humaines & Sociales"
"Documentation et Bibliotheconomie","Licence","Sciences Humaines & Sociales"
"DB","Licence","Sciences Humaines & Sociales"
"Bibliotheque","Licence","Sciences Humaines & Sociales"
"Bibliothecaire","Licence","Sciences Humaines & Sociales"
"Library Science","Licence","Sciences Humaines & Sociales"
"e-Sante","Master","IT / Informatique"
"eSante","Master","IT / Informatique"
"Sante Numerique","Master","IT / Informatique"
"Digital Health","Master","IT / Informatique"
"Systemes Sante","Master","IT / Informatique"
"Imagerie Medicale et Radiotherapie","BTS","Sante & Medecine"
"IMR","BTS","Sante & Medecine"
"Radiotherapie","BTS","Sante & Medecine"
"Radio Medicale","BTS","Sante & Medecine"
"Chirurgie Cardiaque","Specialisation Medicale","Sante & Medecine"
"ChirCard","Specialisation Medicale","Sante & Medecine"
"Cardio Chirurgie","Specialisation Medicale","Sante & Medecine"
"Cardiac Surgery","Specialisation Medicale","Sante & Medecine"
"Chirurgie Orthopedique","Specialisation Medicale","Sante & Medecine"
"ChirOrth","Specialisation Medicale","Sante & Medecine"
"Orthopedique Chirurgie","Specialisation Medicale","Sante & Medecine"
"Orthopedie","Specialisation Medicale","Sante & Medecine"
"Urologie","Specialisation Medicale","Sante & Medecine"
"Uro","Specialisation Medicale","Sante & Medecine"
"Urologie Medicale","Specialisation Medicale","Sante & Medecine"
"Endocrinologie","Specialisation Medicale","Sante & Medecine"
"Endocr","Specialisation Medicale","Sante & Medecine"
"Diabetologie","Specialisation Medicale","Sante & Medecine"
"Metabolisme","Specialisation Medicale","Sante & Medecine"
"Rhumatologie","Specialisation Medicale","Sante & Medecine"
"Rhuma","Specialisation Medicale","Sante & Medecine"
"Maladies Articulaires","Specialisation Medicale","Sante & Medecine"
"Rhumatologie Medicale","Specialisation Medicale","Sante & Medecine"
"Pneumologie","Specialisation Medicale","Sante & Medecine"
"Pneumo","Specialisation Medicale","Sante & Medecine"
"Maladies Poumons","Specialisation Medicale","Sante & Medecine"
"Respiratory Medicine","Specialisation Medicale","Sante & Medecine"
"Nephrologie","Specialisation Medicale","Sante & Medecine"
"Nephro","Specialisation Medicale","Sante & Medecine"
"Maladies Reins","Specialisation Medicale","Sante & Medecine"
"Kidney Medicine","Specialisation Medicale","Sante & Medecine"
"Infectiologie","Specialisation Medicale","Sante & Medecine"
"Infect","Specialisation Medicale","Sante & Medecine"
"Maladies Infectieuses","Specialisation Medicale","Sante & Medecine"
"Infectious Diseases","Specialisation Medicale","Sante & Medecine"
"Hematologie","Specialisation Medicale","Sante & Medecine"
"Hemato","Specialisation Medicale","Sante & Medecine"
"Maladies du Sang","Specialisation Medicale","Sante & Medecine"
"Blood Medicine","Specialisation Medicale","Sante & Medecine"
